(40,104,4,14.4),
(4,104,9,8.9),
(560,104,9,9.0),
(57,104,18,7.8),
(449,104,10,15.8),
(470,104,7,7.5),
(300,104,11,2.0),
(396,104,19,7.5),
(197,104,7,7.0),
(503,104,3,17.9),
(472,104,14,7.5),
(245,104,11,11.6),
(533,104,16,16.2),
(339,104,1,13.5),
(593,104,19,4.5),
(273,105,9,2.0),
(640,105,16,7.0),
(224,106,3,3.0),
(267,106,1,8.5),
(166,106,19,26.8),
(130,106,11,10.4),
(529,106,2,2.0),
(81,106,20,53.7),
(195,107,2,9.0),
(13,107,14,12.2),
(412,107,19,15.0),
(97,107,13,1.8),
(100,107,12,0.5),
(22,108,20,23.5),
(561,108,12,8.9),
(336,109,15,17.7),
(639,109,15,6.5),
(25,109,19,5.2),
(274,109,5,2.0),
(428,109,2,2.8),
(205,109,9,0.3),
(282,109,10,2.0),
(632,109,10,4.8),
(414,109,8,2.0),
(611,109,2,10.5),
(586,109,14,4.5),
(256,109,5,3.0),
(184,109,8,5.0),
(639,109,15,6.5),
(173,109,9,30.0),
(166,109,8,26.8),
(497,110,10,37.9),
(89,110,10,1.5),
(398,110,3,1.8),
(574,110,7,6.2),
(13,111,4,12.2),
(548,111,9,7.5),
(642,111,1,8.9),
(106,111,5,1.0),
(333,111,19,30.3),
(364,111,11,3.0),
(588,111,16,4.5),
(59,111,20,8.0),
(599,111,3,2.7),
(573,111,12,13.0),
(361,111,3,13.0),
(23,111,9,11.7),
(430,112,13,5.0),
(394,112,11,5.0),
(439,112,18,0.3),
(601,112,7,1.6),
(579,112,16,19.9),
(603,112,6,8.0),
(190,112,11,2.5),
(474,112,14,7.5),
(346,112,10,17.0),
(324,112,14,10.5),
(82,112,15,4.5),
(624,112,11,4.9),
