(513,29,8,17.0)
(340,29,18,20.0)
(355,29,10,13.6)
(520,29,12,5.5)
(69,29,15,6.5)
(129,29,1,6.7)
(244,29,11,5.8)
(121,29,4,11.9)
(341,29,4,37.8)
(606,29,15,5.0)
(384,29,7,35.9)
(284,29,18,2.0)
(58,30,11,7.8)
(649,30,16,24.0)
(176,30,14,10.9)
(125,30,18,51.8)
(385,30,7,35.9)
(56,30,3,7.8)
(587,30,7,9.0)
(431,30,7,8.0)
(340,30,17,20.0)
(222,30,18,2.5)
(625,30,19,5.5)
(540,30,5,33.8)
(33,30,11,26.9)
(591,30,12,4.0)
(30,30,17,6.5)
(338,30,18,12.0)
(635,31,18,5.5)
(263,31,10,8.5)
(100,31,8,0.5)
(625,31,12,5.5)
(327,31,18,12.5)
(191,31,10,3.5)
(477,31,5,7.5)
(612,31,19,12.0)
(391,31,13,14.8)
(69,31,3,6.5)
(50,31,14,12.5)
(540,31,1,33.8)
(125,31,13,51.8)
(449,31,13,15.8)
(32,31,10,11.9)
(214,31,13,5.0)
(372,31,18,3.0)
(297,31,6,2.0)
(375,31,3,7.9)
(593,32,8,4.5)
(444,32,10,5.5)
(336,32,18,17.7)
(295,32,7,2.0)
(394,32,12,5.0)
(123,32,19,34.9)
(122,32,6,24.0)
(269,32,2,8.5)
(195,32,16,9.0)
(383,32,17,9.7)
(87,33,18,34.5)
(617,33,12,4.0)
(407,33,11,7.8)
(428,33,18,2.8)
(125,33,11,51.8)
(639,33,7,6.5)
(264,33,19,8.5)
(235,33,4,0.8)
(564,33,9,18.5)
(562,34,6,4.5)
(465,34,13,9.0)
(429,35,6,15.9)
(7,35,8,27.7)
(14,35,15,21.9)
(634,35,19,5.0)
(584,35,14,9.5)
(108,35,17,1.3)
(399,35,10,2.5)
(317,35,3,11.0)
(42,35,9,4.5)
(227,35,17,2.0)
(131,36,3,13.4)
(516,36,11,7.9)
(132,36,8,40.5)
(605,36,17,10.0)
(381,36,3,6.8)
(636,36,15,5.6)
(375,36,20,7.9)
(250,37,9,7.5)
(347,37,6,7.5)
(158,37,17,7.0)
(344,37,5,15.0)
(322,37,4,15.9)
(557,37,8,4.5)
(373,37,8,3.0)
(461,37,17,6.5)
(268,37,5,8.5)
(622,37,19,6.5)
(378,37,9,6.5)
(57,37,11,7.8)
(177,37,5,11.5)
(305,37,8,2.0)
(594,37,12,5.0)
(232,38,20,4.0)
(526,38,17,7.0)
(402,38,1,5.0)
(474,38,13,7.5)
(538,38,8,5.8)
(300,38,11,2.0)
(647,38,17,10.5)
(210,38,1,35.0)
(362,38,14,7.5)
(107,38,2,1.3)
(55,38,13,7.8)
(320,38,3,21.0)
(171,38,13,22.7)
(514,39,13,33.5)
(367,39,11,3.0)
(629,39,7,3.6)
(428,39,3,2.8)
(235,40,1,0.8)
(466,40,9,9.0)
(534,40,10,2.0)
(23,40,12,11.7)
(376,40,6,7.5)
(522,40,20,9.8)
(30,40,12,6.5)
(418,40,11,2.2)
(51,40,4,12.5)
(122,40,16,24.0)
(535,40,7,4.6)
(129,40,14,6.7)
(366,40,4,3.0)
(243,40,14,5.5)
(522,40,20,9.8)
(342,40,14,37.8)
(56,40,18,7.8)
(351,40,11,11.7)
(387,41,13,9.7)
(482,41,4,7.7)
(309,41,12,8.8)
(56,41,15,7.8)
(645,41,3,9.5)
(78,41,15,35.0)
(65,41,16,4.5)
(329,41,17,5.5)
(483,41,13,7.7)
(170,41,16,14.8)
(30,41,13,6.5)
(329,41,7,5.5)
(511,41,20,12.5)
(549,41,3,12.5)
(287,42,3,2.0)
(527,42,5,8.5)
(304,42,18,2.0)
(649,42,19,24.0)
(482,42,1,7.7)
(240,42,4,5.5)
(415,42,18,3.5)
(212,42,3,45.6)
(468,42,5,12.0)
(636,42,5,5.6)
(101,42,6,0.5)
(384,42,12,35.9)
(551,42,16,9.5)
(652,42,6,4.0)
(605,42,7,10.0)
(510,42,12,5.5)
(531,43,5,3.9)
(110,43,2,14.5)
(577,43,17,9.6)
(339,43,20,13.5)
(128,43,11,5.9)
(66,43,1,4.5)
(143,44,19,5.0)
(636,44,13,5.6)
(127,44,3,25.0)
(279,44,16,2.0)
(364,44,17,3.0)
(644,44,16,8.9)
(480,44,18,7.5)
(154,44,13,7.0)
(546,44,3,4.0)
(496,44,13,44.0)
(200,44,7,12.0)
(593,44,7,4.5)
(568,44,5,18.5)
(359,44,8,7.5)
(342,45,9,37.8)
(64,45,13,11.2)
(539,45,11,25.3)
(297,45,15,2.0)
(431,45,14,8.0)
(161,45,10,18.4)
(352,45,12,11.9)
(560,45,13,9.0)
(573,45,19,13.0)
(173,45,5,30.0)
(137,45,8,9.0)
(554,45,16,20.6)
(329,45,8,5.5)
(370,45,7,3.0)
(479,45,20,7.5)
(648,45,3,16.6)
(279,45,6,2.0)
(243,46,20,5.5)
(372,46,12,3.0)
(461,46,12,6.5)
(313,46,5,8.8)
(78,46,4,35.0)
(477,46,19,7.5)
(309,46,14,8.8)
(282,46,3,2.0)
(20,46,13,12.9)
(419,46,8,0.5)
(73,47,12,4.0)
(335,47,5,6.9)
(10,47,15,14.0)
(377,47,18,6.5)
(403,47,3,7.4)
(601,48,3,1.6)
(212,48,7,45.6)
(190,48,18,2.5)
(312,48,3,8.8)
(284,48,4,2.0)
(337,48,14,21.5)
(382,48,16,9.7)
(283,48,7,2.0)
(411,48,12,15.0)
(577,48,3,9.6)
(32,48,15,11.9)
(428,48,16,2.8)
(85,48,20,34.5)
(132,48,15,40.5)
(619,48,1,4.9)
(9,48,8,14.0)
(522,48,15,9.8)
(647,48,19,10.5)
(86,48,14,6.6)
(576,49,8,9.6)
(248,49,3,5.0)
(606,49,5,5.0)
(573,49,11,13.0)
(565,49,17,18.5)
(517,49,1,4.0)
(594,49,14,5.0)
(493,49,10,2.5)
(82,49,19,4.5)
(472,49,1,7.5)
(216,49,11,8.0)
(375,50,2,7.9)
(273,50,15,2.0)
(40,50,20,14.4)
(323,50,5,12.9)
(246,50,10,16.5)
(290,50,11,2.0)
(179,51,5,8.5)
(558,51,10,9.0)
(450,51,19,8.9)
(544,51,2,42.5)
(605,51,18,10.0)
(127,51,20,25.0)
(339,51,3,13.5)
(305,51,8,2.0)
(196,51,17,7.0)
(546,51,15,4.0)
(509,51,17,75.6)
(111,52,14,25.5)
(437,52,13,16.4)
(215,52,11,7.5)
(130,52,19,10.4)
(165,52,15,19.8)
(7,52,19,27.7)
(465,52,16,9.0)
(517,52,19,4.0)
(483,52,16,7.7)
(89,52,8,1.5)
(622,52,3,6.5)
(69,52,2,6.5)
(298,52,12,2.0)
(416,52,10,1.7)
(156,52,11,5.0)
(434,52,17,9.8)
(290,52,15,2.0)
(510,52,17,5.5)
(351,53,3,11.7)
(641,53,6,8.6)
(393,53,8,63.0)
(650,53,2,12.7)
(498,53,6,25.5)
(145,53,8,5.0)
(332,53,20,31.8)
(415,53,18,3.5)
(341,53,19,37.8)
(445,54,5,8.6)
(470,54,3,7.5)
(473,54,1,7.5)
(571,54,8,3.9)
(592,55,13,16.0)
(292,55,17,2.0)
(247,55,10,5.0)
(509,55,1,75.6)
(200,55,11,12.0)
(115,56,15,15.8)
(189,56,6,1.5)
(303,56,4,2.0)
(83,56,17,3.8)
(400,56,13,5.0)
(347,56,9,7.5)
(484,56,18,3.5)
(651,56,8,5.5)
(21,56,17,11.5)
(315,56,5,8.8)
(162,56,4,13.8)
(548,56,16,7.5)
(184,56,16,5.0)
(582,56,13,30.5)
(615,56,4,8.5)
(47,56,15,14.8)
(395,57,16,6.5)
(178,57,10,8.5)
(101,57,5,0.5)
(569,57,11,17.5)
(549,57,15,12.5)
(225,57,18,3.0)
(223,57,2,4.5)
(533,57,2,16.2)
(529,57,11,2.0)
(144,57,15,5.0)
(472,57,8,7.5)
(309,57,16,8.8)
(610,57,2,5.0)
(129,57,6,6.7)
(28,57,11,15.2)
(532,57,6,12.0)
(133,57,6,14.9)
(234,57,17,4.5)
(334,58,12,20.8)
(142,58,6,5.0)
(539,58,5,25.3)
(439,58,15,0.3)
(41,58,20,4.5)
(455,58,17,6.5)
(118,58,14,15.8)
(242,58,11,9.4)
(447,58,2,6.5)
(591,58,10,4.0)
(365,58,16,3.0)
(65,58,18,4.5)
(646,58,7,21.5)
(598,58,2,5.0)
(492,58,16,2.0)
(430,58,5,5.0)
(22,59,18,23.5)
(347,59,15,7.5)
(354,59,6,15.5)
(468,59,17,12.0)
(501,59,1,22.8)
(370,59,10,3.0)
(350,60,15,17.0)
(447,60,16,6.5)
(579,60,13,19.9)
(432,60,15,4.0)
(641,60,9,8.6)
(516,60,19,7.9)
(23,60,19,11.7)
(250,60,9,7.5)
(342,60,14,37.8)
(387,60,13,9.7)
(71,60,7,6.5)
(431,60,19,8.0)
(25,60,11,5.2)
(205,60,1,0.3)
(278,60,9,2.0)
(365,60,13,3.0)
(71,60,13,6.5)
(182,60,6,11.5)
(30,61,17,6.5)
(420,61,17,3.0)
(510,61,16,5.5)
(252,61,14,7.5)
(438,61,18,1.3)
(176,61,8,10.9)
(374,61,10,10.5)
(23,61,15,11.7)
(473,61,14,7.5)
(501,61,19,22.8)
(190,61,9,2.5)
(47,61,3,14.8)
(301,61,6,2.0)
(108,61,12,1.3)
(243,61,16,5.5)
(445,61,20,8.6)
(651,61,10,5.5)
(331,61,18,29.5)
(615,61,14,8.5)
(84,62,11,14.1)
(124,62,4,36.0)
(506,62,4,23.5)
(168,62,8,15.9)
(546,62,12,4.0)
(639,62,1,6.5)
(428,62,19,2.8)
(267,62,13,8.5)
(542,62,1,4.5)
(78,62,19,35.0)
(168,62,6,15.9)
(475,62,20,7.5)
(181,62,1,12.5)
(341,62,12,37.8)
(306,62,6,11.0)
(269,62,4,8.5)
(218,62,11,9.0)
(460,62,16,6.5)
(538,62,1,5.8)
(199,63,8,9.5)
(480,63,6,7.5)
(26,63,6,5.6)
(615,63,4,8.5)
(423,63,2,2.2)
(217,63,17,9.0)
(225,63,13,3.0)
(48,63,19,25.3)
(650,63,10,12.7)
(235,63,4,0.8)
(513,63,4,17.0)
(527,63,20,8.5)
(260,63,10,9.8)
(266,64,11,8.5)
(378,64,10,6.5)
(200,64,7,12.0)
(322,64,17,15.9)
(256,64,8,3.0)
(434,64,16,9.8)
(26,64,7,5.6)
(207,64,1,5.0)
(326,64,1,8.0)
(408,64,9,3.7)
(647,64,15,10.5)
(596,64,15,7.9)
(76,64,10,4.0)
(190,64,18,2.5)
(22,64,6,23.5)
(46,64,17,14.8)
(492,65,13,2.0)
(340,65,8,20.0)
(635,65,13,5.5)
(51,65,20,12.5)
(561,65,11,8.9)
(350,65,20,17.0)
(37,66,19,7.0)
(578,66,10,4.4)
(341,66,6,37.8)
(486,66,19,4.0)
(20,66,9,12.9)
(649,66,3,24.0)
(484,66,14,3.5)
(492,66,3,2.0)
(501,66,10,22.8)
(275,66,14,2.0)
(309,66,10,8.8)
(194,66,18,17.9)
(312,66,3,8.8)
(90,66,19,2.0)
(639,66,14,6.5)
(406,66,2,7.8)
(184,66,11,5.0)
(432,67,18,4.0)
(298,67,14,2.0)
(25,67,19,5.2)
(144,67,2,5.0)
(138,67,4,0.5)
(126,67,20,19.8)
(57,67,18,7.8)
(346,67,19,17.0)
(194,67,11,17.9)
(375,67,16,7.9)
(458,67,18,5.0)
(552,67,5,6.5)
(101,67,10,0.5)
(468,67,2,12.0)
(386,67,3,62.5)
(14,67,2,21.9)
(519,68,12,7.5)
(498,68,14,25.5)
(576,68,15,9.6)
(111,68,10,25.5)
(562,68,14,4.5)
(381,68,4,6.8)
(84,68,20,14.1)
(408,68,14,3.7)
(286,68,8,2.0)
(592,68,1,16.0)
(270,68,19,8.5)
(215,68,3,7.5)
(326,68,19,8.0)
(365,69,16,3.0)
(460,69,15,6.5)
(393,69,17,63.0)
(435,69,11,6.2)
(338,69,11,12.0)
(318,69,4,13.8)
(617,69,17,4.0)
(588,69,13,4.5)
(392,69,2,7.0)
(604,69,6,9.0)
(216,69,19,8.0)
(632,69,7,4.8)
(513,69,3,17.0)
(482,69,4,7.7)
(480,69,7,7.5)
(303,69,11,2.0)
(208,69,16,13.8)
(6,70,17,22.0)
(322,70,15,15.9)
(61,70,12,8.0)
(299,70,2,2.0)
(318,70,15,13.8)
(108,70,12,1.3)
(68,71,16,6.5)
(621,71,10,5.9)
(302,71,5,2.0)
(290,71,1,2.0)
(463,71,14,24.0)
(605,71,10,10.0)
(505,71,1,27.3)
(614,71,14,8.5)
(209,71,3,22.9)
(489,71,3,2.5)
(346,71,6,17.0)
(93,71,4,1.0)
(399,71,5,2.5)
(530,71,3,3.0)
(375,71,2,7.9)
(412,72,12,15.0)
(614,72,17,8.5)
(640,72,19,7.0)
(512,72,2,17.0)
(21,72,10,11.5)
(165,72,19,19.8)
(50,72,3,12.5)
(4,72,19,8.9)
(481,72,9,4.0)
(166,73,19,26.8)
(303,73,6,2.0)
(494,73,15,1.5)
(490,73,2,2.5)
(494,74,14,1.5)
(532,74,3,12.0)
(632,74,18,4.8)
(500,74,8,15.8)
(503,74,15,17.9)
(359,74,15,7.5)
(282,74,11,2.0)
(444,74,10,5.5)
(18,74,1,32.5)
(407,74,2,7.8)
(31,74,12,5.0)
(559,74,16,9.0)
(402,74,18,5.0)
(426,75,19,2.6)
(26,75,5,5.6)
(389,75,18,7.5)
(541,75,6,42.7)
(412,75,18,15.0)
(636,75,7,5.6)
(640,75,11,7.0)
(516,75,20,7.9)
(28,75,7,15.2)
(262,75,14,8.5)
(464,75,6,20.0)
(598,75,4,5.0)
(187,75,1,30.0)
(325,75,11,15.5)
(127,75,17,25.0)
(363,76,4,7.5)
(249,76,6,6.5)
(148,76,16,4.0)
(587,76,10,9.0)
(37,76,14,7.0)
(213,76,9,52.5)
(195,76,13,9.0)
(63,76,13,11.2)
(579,76,20,19.9)
(368,76,11,3.0)
(245,76,16,11.6)
(537,76,10,29.0)
(59,77,2,8.0)
(37,77,3,7.0)
(407,77,10,7.8)
(107,77,13,1.3)
(345,78,12,7.6)
(138,78,18,0.5)
(498,79,14,25.5)
(43,79,4,16.3)
(440,79,18,0.4)
(293,79,6,2.0)
(309,79,12,8.8)
(67,79,6,4.5)
(103,79,14,0.5)
(649,79,8,24.0)
(77,79,13,4.0)
(147,80,4,4.8)
(115,80,8,15.8)
(86,80,3,6.6)
(486,80,15,4.0)
(95,80,12,0.8)
(117,81,5,11.9)
(322,81,13,15.9)
(640,81,17,7.0)
(93,81,19,1.0)
(477,81,12,7.5)
(36,81,10,10.5)
(111,81,3,25.5)
(4,81,13,8.9)
(565,81,12,18.5)
(502,82,7,33.9)
(50,82,11,12.5)
(598,82,4,5.0)
(349,82,4,13.6)
(560,82,7,9.0)
(359,82,2,7.5)
(189,82,5,1.5)
(596,82,4,7.9)
(185,82,1,7.0)
(225,82,17,3.0)
(250,82,18,7.5)
(184,82,12,5.0)
(176,83,11,10.9)
(8,83,16,24.0)
(26,83,19,5.6)
(593,83,8,4.5)
(186,84,9,30.0)
(617,84,12,4.0)
(180,84,17,8.5)
(628,84,17,6.9)
(580,84,3,4.5)
(637,84,11,5.7)
(82,84,5,4.5)
(323,84,6,12.9)
(645,84,15,9.5)
(432,84,2,4.0)
(225,84,7,3.0)
(606,84,10,5.0)
(523,84,3,9.8)
(116,84,7,26.0)
(600,85,15,3.7)
(88,85,4,1.5)
(642,85,8,8.9)
(514,85,14,33.5)
(353,85,8,15.5)
(60,85,12,8.0)
(366,85,10,3.0)
(416,85,20,1.7)
(322,86,5,15.9)
(188,86,17,1.0)
(435,86,18,6.2)
(603,86,11,8.0)
(419,86,17,0.5)
(454,86,13,4.0)
(73,86,9,4.0)
(166,86,5,26.8)
(170,86,10,14.8)
(297,86,20,2.0)
(374,86,7,10.5)
(304,86,12,2.0)
(607,86,3,12.0)
(224,86,16,3.0)
(320,86,7,21.0)
(423,86,18,2.2)
(369,86,6,3.0)
(291,86,7,12.0)
(609,86,13,9.0)
(582,86,14,30.5)
(229,87,13,4.0)
(276,87,11,2.0)
(253,88,12,14.0)
(500,88,17,15.8)
(26,88,2,5.6)
(170,88,17,14.8)
(84,88,7,14.1)
(41,88,13,4.5)
(647,88,1,10.5)
(409,88,16,7.5)
(641,88,19,8.6)
(464,88,11,20.0)
(277,88,9,2.0)
(71,88,3,6.5)
(409,88,18,7.5)
(250,88,3,7.5)
(101,88,4,0.5)
(76,88,19,4.0)
(101,88,4,0.5)
(180,88,1,8.5)
(489,88,15,2.5)
(76,89,5,4.0)
(401,89,2,3.9)
(24,89,9,2.0)
(285,89,10,2.0)
(119,89,12,11.9)
(15,89,19,16.6)
(462,89,15,42.5)
(243,89,2,5.5)
(217,89,3,9.0)
(182,89,6,11.5)
(49,89,17,16.5)
(508,90,19,55.6)
(230,90,7,4.0)
(193,90,18,17.9)
(630,90,20,3.9)
(178,90,1,8.5)
(100,90,15,0.5)
(196,90,9,7.0)
(297,90,1,2.0)
(582,90,10,30.5)
(531,90,16,3.9)
(86,90,9,6.6)
(123,90,1,34.9)
(391,90,8,14.8)
(604,90,19,9.0)
(333,90,7,30.3)
(450,90,9,8.9)
(619,90,4,4.9)
(373,90,12,3.0)
(626,90,3,5.7)
(369,90,20,3.0)
(111,91,14,25.5)
(188,91,8,1.0)
(438,91,12,1.3)
(235,91,16,0.8)
(409,91,1,7.5)
(253,91,1,14.0)
(454,91,13,4.0)
(564,91,2,18.5)
(60,91,18,8.0)
(297,91,20,2.0)
(279,91,19,2.0)
(609,91,15,9.0)
(606,91,13,5.0)
(612,91,12,12.0)
(108,91,19,1.3)
(198,91,13,12.5)
(528,91,10,2.0)
(59,91,11,8.0)
(591,91,17,4.0)
(178,92,7,8.5)
(337,92,3,21.5)
(395,92,13,6.5)
(481,92,2,4.0)
(261,92,14,9.8)
(37,92,16,7.0)
(4,92,9,8.9)
(403,92,9,7.4)
(526,92,13,7.0)
(584,92,1,9.5)
(457,92,6,5.0)
(35,92,19,7.5)
(330,92,10,10.5)
(143,92,6,5.0)
(429,92,9,15.9)
(43,92,9,16.3)
(473,92,5,7.5)
(123,92,8,34.9)
(526,92,8,7.0)
(628,92,1,6.9)
(495,93,15,1.5)
(401,93,2,3.9)
(441,93,1,0.6)
(285,93,10,2.0)
(648,93,5,16.6)
(479,93,14,7.5)
(71,93,16,6.5)
(469,93,6,12.0)
(559,93,5,9.0)
(367,93,10,3.0)
(20,93,18,12.9)
(42,93,7,4.5)
(585,94,9,7.8)
(138,94,18,0.5)
(280,94,4,2.0)
(529,94,2,2.0)
(143,94,19,5.0)
(212,94,6,45.6)
(143,94,1,5.0)
(193,95,19,17.9)
(283,95,15,2.0)
(231,95,16,4.0)
(60,96,20,8.0)
(148,96,16,4.0)
(415,96,12,3.5)
(249,96,16,6.5)
(24,96,3,2.0)
(253,96,16,14.0)
(511,96,8,12.5)
(212,96,11,45.6)
(337,96,15,21.5)
(519,96,8,7.5)
(132,96,19,40.5)
(529,96,5,2.0)
(210,96,19,35.0)
(506,96,18,23.5)
(500,97,20,15.8)
(640,97,10,7.0)
(523,97,19,9.8)
(393,97,12,63.0)
(396,97,7,7.5)
(109,97,17,19.8)
(370,97,7,3.0)
(503,97,5,17.9)
(198,97,20,12.5)
(600,97,7,3.7)
(95,97,17,0.8)
(352,97,17,11.9)
(191,98,13,3.5)
(444,98,14,5.5)
(571,98,1,3.9)
(60,98,13,8.0)
(624,98,10,4.9)
(338,98,10,12.0)
(245,98,8,11.6)
(403,98,5,7.4)
(79,98,12,39.7)
(633,98,4,5.0)
(175,98,7,8.0)
(626,98,19,5.7)
(169,98,6,25.5)
(388,98,5,36.7)
(635,98,5,5.5)
(446,98,7,10.6)
(293,98,18,2.0)
(386,98,2,62.5)
(414,98,3,2.0)
(612,99,18,12.0)
(644,99,5,8.9)
(392,99,11,7.0)
(211,99,2,37.6)
(82,99,4,4.5)
(54,99,8,7.8)
(511,99,8,12.5)
(387,99,10,9.7)
(23,99,20,11.7)
(325,99,12,15.5)
(155,99,20,4.0)
(630,99,9,3.9)
(154,99,6,7.0)
(646,100,12,21.5)
(539,100,8,25.3)
